Título,Año,País,Puntuación Media,Número de Puntuaciones,Director,Reparto,Enlace
El extraño,2016,Corea del Sur,"6,5",9.803,Na Hong-jin,"Hwang Jung-min, Kwak Do-won, Chun Woo-hee, Jo Han-Cheol, Jun Kunimura, Jang So-yeon, Lee Yong-nyeo, Kim Hwan-hee",https://www.filmaffinity.com/es/film689813.html
Licorice Pizza,2021,Estados Unidos,"6,5",17.260,Paul Thomas Anderson,"Alana Haim, Cooper Hoffman, Sean Penn, Bradley Cooper, Tom Waits, Ben Safdie, Joseph Cross, Skyler Gisondo",https://www.filmaffinity.com/es/film571166.html
Expediente Warren: El caso Enfield,2016,Estados Unidos,"6,5",23.936,James Wan,"Vera Farmiga, Patrick Wilson, Frances O'Connor, Madison Wolfe, Lauren Esposito, Patrick McAuley, Benjamin Haigh, Maria Doyle Kennedy",https://www.filmaffinity.com/es/film854782.html
Un momento en el tiempo (Waves),2019,Estados Unidos,"6,5",1.767,Trey Edward Shults,"Sterling K. Brown, Alexa Demie, Clifton Collins Jr., Lucas Hedges, Taylor Russell, Kelvin Harrison Jr., David Garelik, Elisa Lau",https://www.filmaffinity.com/es/film241936.html
"Kenshin, el guerrero samurái 3: El fin de la leyenda",2014,Japón,"6,5",1.793,Keishi Ōtomo,"Takeru Satō, Emi Takei, Tatsuya Fujiwara, Aoi Yû, Min Tanaka, Yusuke Iseya, Yôsuke Eguchi, Munetaka Aoki",https://www.filmaffinity.com/es/film707952.html
Falling,2020,Canadá,"6,5",3.847,Viggo Mortensen,"Lance Henriksen, Viggo Mortensen, Terry Chen, Sverrir Gudnason, Hannah Gross, Laura Linney, David Cronenberg, Bo Martyn",https://www.filmaffinity.com/es/film595745.html
Las inocentes,2016,Francia,"6,5",3.913,Anne Fontaine,"Lou de Laâge, Agata Kulesza, Joanna Kulig, Agata Buzek, Pascal Elso, Anna Próchniak, Vincent Macaigne, Katarzyna Dabrowska",https://www.filmaffinity.com/es/film745093.html
45 años,2015,Reino Unido,"6,5",5.306,Andrew Haigh,"Charlotte Rampling, Tom Courtenay, Geraldine James, Dolly Wells, David Sibley, Sam Alexander, Richard Cunningham, Rufus Wright",https://www.filmaffinity.com/es/film966586.html
Judas y el mesías negro,2021,Estados Unidos,"6,5",6.014,Shaka King,"Daniel Kaluuya, Lakeith Stanfield, Jesse Plemons, Martin Sheen, Ashton Sanders, Lil Rel Howery, Algee Smith, Jermaine Fowler",https://www.filmaffinity.com/es/film802772.html
Lady Macbeth,2016,Reino Unido,"6,5",6.989,William Oldroyd,"Florence Pugh, Christopher Fairbank, Cosmo Jarvis, Naomi Ackie, Bill Fellows, Ian Conningham, Paul Hilton, Joseph Teague",https://www.filmaffinity.com/es/film343849.html
El ángel,2018,Argentina,"6,5",7.126,Luis Ortega,"Lorenzo Ferro, Chino Darín, Cecilia Roth, Daniel Fanego, Mercedes Morán, Luis Gnecco, Peter Lanzani, William Prociuk",https://www.filmaffinity.com/es/film859168.html
La gran enfermedad del amor,2017,Estados Unidos,"6,5",7.603,Michael Showalter,"Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano, Linda Emond, Vella Lovell, Bo Burnham, Aidy Bryant",https://www.filmaffinity.com/es/film176501.html
La balada de Buster Scruggs,2018,Estados Unidos,"6,5",17.662,"Joel Coen, Ethan Coen","Tim Blake Nelson, Zoe Kazan, Tom Waits, James Franco, Liam Neeson, Harry Melling, Bill Heck, Brendan Gleeson",https://www.filmaffinity.com/es/film595954.html
Viva,2015,Irlanda,"6,5",1.114,Paddy Breathnach,"Héctor Medina, Jorge Perugorría, Luis Alberto García, Paula Ali, Jorge Martínez, Renata Maikel Machín Blanco, Luis Manuel Álvarez, Mark O'Halloran",https://www.filmaffinity.com/es/film588416.html
La consagración de la primavera,2022,España,"6,5",2.304,Fernando Franco,"Valèria Sorolla, Telmo Irureta, Emma Suárez",https://www.filmaffinity.com/es/film356144.html
"Mirai, mi hermana pequeña",2018,Japón,"6,5",2.848,Mamoru Hosoda,,https://www.filmaffinity.com/es/film644892.html
El castillo de cristal,2017,Estados Unidos,"6,5",3.806,Destin Cretton,"Brie Larson, Naomi Watts, Woody Harrelson, Max Greenfield, Sarah Snook, Charlie Shotwell, Iain Armitage, Ella Anderson",https://www.filmaffinity.com/es/film961699.html
El Gordo y el Flaco (Stan & Ollie),2018,Reino Unido,"6,5",4.204,Jon S. Baird,"John C. Reilly, Steve Coogan, Shirley Henderson, Bentley Kalu, Nina Arianda, Danny Huston, Rufus Jones, Susy Kane",https://www.filmaffinity.com/es/film721411.html
Misericordia (Los casos del Departamento Q),2013,Dinamarca,"6,5",5.627,Mikkel Nørgaard,"Nikolaj Lie Kaas, Fares Fares, Mikkel Boe Følsgaard, Sonja Richter, Marijana Jankovic, Søren Pilmark, Troels Lyby, Patricia Schumann",https://www.filmaffinity.com/es/film457702.html
El fundador,2016,Estados Unidos,"6,5",12.634,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Laura Dern, Linda Cardellini, Patrick Wilson, B.J. Novak, Lauren Denham",https://www.filmaffinity.com/es/film200445.html
Todos lo saben,2018,España,"6,5",17.301,Asghar Farhadi,"Penélope Cruz, Javier Bardem, Ricardo Darín, Eduard Fernández, Bárbara Lennie, Inma Cuesta, Elvira Mínguez, Ramón Barea",https://www.filmaffinity.com/es/film441748.html
"Theo y Hugo, París 5:59",2015,Francia,"6,5",1.009,"Olivier Ducastel, Jacques Martineau","Geoffrey Couët, François Nambot, Georges Daaboul, Mario Fanfani, Elodie Adler, Bastien Gabriel, Claire Deschamps, Miguel Ferreira",https://www.filmaffinity.com/es/film696702.html
Holding the Man,2015,Australia,"6,5",1.167,Neil Armfield,"Ryan Corr, Craig Stott, Guy Pearce, Sarah Snook, Anthony LaPaglia, Kerry Fox, Ngaire Dawn Fair, Tom Hobbs",https://www.filmaffinity.com/es/film621602.html
La academia de las musas,2015,España,"6,5",1.338,José Luis Guerín,"Raffaele Pinto, Emanuela Forgetta, Rosa Delor Muns, Mireia Iniesta, Patricia Gil, Carolina Llacher, Alba Pujol",https://www.filmaffinity.com/es/film285843.html
Spacewalker,2017,Rusia,"6,5",1.661,Dmitry Kiselev,"Aleksandr Ilyin, Vladimir Ilyin, Yuri Itskov, Konstantin Khabenskiy, Vitaliya Kornienko, Anatoly Kotenyov, Yevgeny Mironov, Yuriy Nifontov",https://www.filmaffinity.com/es/film131370.html
Más allá de las montañas,2015,China,"6,5",1.838,Jia Zhangke,"Zhao Tao, Zhang Yi, Liang Jingdong, Dong Zijian, Sylvia Chang, Sanming Han, Zishan Rong",https://www.filmaffinity.com/es/film285953.html
Vida privada,2018,Estados Unidos,"6,5",2.913,Tamara Jenkins,"Paul Giamatti, Kathryn Hahn, Kayli Carter, Molly Shannon, Siobhan Fallon, Emily Robinson, Desmin Borges, Tracee Chimo",https://www.filmaffinity.com/es/film760660.html
Locas de alegría,2016,Italia,"6,5",4.023,Paolo Virzì,"Valeria Bruni Tedeschi, Micaela Ramazzotti, Anna Galiena, Valentina Carnelutti, Elena Lietti, Tommaso Ragno, Bob Messini, Carlotta Brentan",https://www.filmaffinity.com/es/film744796.html
El sastre de la mafia,2022,Estados Unidos,"6,5",4.263,Graham Moore,"Mark Rylance, Zoey Deutch, Dylan O'Brien, Johnny Flynn, Nikki Amuka-Bird, Simon Russell Beale, Alan Mehdizadeh, Johnathan McClain",https://www.filmaffinity.com/es/film266394.html
La enfermedad del domingo,2018,España,"6,5",4.675,Ramón Salazar,"Bárbara Lennie, Susi Sánchez, Miguel Ángel Solá, Greta Fernández, Richard Bohringer, Fred Adenis, Abdelatif Hwidar, David Kammenos",https://www.filmaffinity.com/es/film442016.html
Secretos de Estado,2019,Reino Unido,"6,5",4.959,Gavin Hood,"Keira Knightley, Matt Smith, Ralph Fiennes, Matthew Goode, Indira Varma, Tamsin Greig, Conleth Hill, Kenneth Cranham",https://www.filmaffinity.com/es/film625997.html
Profanación (Los casos del Departamento Q),2014,Dinamarca,"6,5",5.015,Mikkel Nørgaard,"Nikolaj Lie Kaas, Fares Fares, Danica Curcic, Pilou Asbæk, David Dencik, Sarah-Sofie Boussnina, Johanne Louise Schmidt, Marco Ilsø",https://www.filmaffinity.com/es/film914096.html
Downton Abbey,2019,Reino Unido,"6,5",5.102,Michael Engler,"Hugh Bonneville, Michelle Dockery, Maggie Smith, Joanne Froggatt, Laura Carmichael, Elizabeth McGovern, Jim Carter, Phyllis Logan",https://www.filmaffinity.com/es/film950665.html
7 años,2016,España,"6,5",11.085,Roger Gual,"Àlex Brendemühl, Juana Acosta, Paco León, Juan Pablo Raba, Manuel Morón",https://www.filmaffinity.com/es/film965107.html
Quien a hierro mata,2019,España,"6,5",23.026,Paco Plaza,"Luis Tosar, Xan Cejudo, Enric Auquer, Ismael Martínez, María Vázquez, Dani Currás, Pablo Guisa Koestinger, Marcos Javier Fernández Eimil",https://www.filmaffinity.com/es/film713289.html
Baby Driver,2017,Reino Unido,"6,5",31.639,Edgar Wright,"Ansel Elgort, Lily James, Jamie Foxx, Jon Hamm, Kevin Spacey, Eiza González, Jon Bernthal, Ben VanderMey",https://www.filmaffinity.com/es/film354019.html
Dr. Strange (Doctor Extraño),2016,Estados Unidos,"6,5",39.787,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Mads Mikkelsen, Tilda Swinton, Benjamin Bratt, Michael Stuhlbarg",https://www.filmaffinity.com/es/film858509.html
Heaven Knows What,2014,Estados Unidos,"6,5",1.158,"Ben Safdie, Joshua Safdie","Arielle Holmes, Caleb Landry Jones, Buddy Duress, Eleonore Hendricks, Ron Braunstein, Yuri Pleskun",https://www.filmaffinity.com/es/film964978.html
Regreso a Hope Gap,2019,Reino Unido,"6,5",1.327,William Nicholson,"Annette Bening, Bill Nighy, Aiysha Hart, Josh O'Connor, Nicholas Burns, Rose Keegan, Sally Rogers, Steven Pacey",https://www.filmaffinity.com/es/film956950.html
Downton Abbey: Una nueva era,2022,Reino Unido,"6,5",2.047,Simon Curtis,"Hugh Bonneville, Michelle Dockery, Maggie Smith, Imelda Staunton, Dominic West, Hugh Dancy, Laura Haddock, Nathalie Baye",https://www.filmaffinity.com/es/film220024.html
Delicioso,2021,Francia,"6,5",2.379,Eric Besnard,"Grégory Gadebois, Isabelle Carré, Benjamin Lavernhe, Guillaume de Tonquedec, Christian Bouillette, Lorenzo Lefèbvre, Marie-Julie Baup, Laurent Bateau",https://www.filmaffinity.com/es/film468660.html
Yuli,2018,España,"6,5",2.676,Icíar Bollaín,"Carlos Acosta, Santiago Alfonso, Keyvin Martínez, Edison Manuel Olvera, Laura de la Uz, Yerlin Pérez, Mario Elías, Andrea Doimeadiós",https://www.filmaffinity.com/es/film968947.html
Golpe de suerte,2023,Francia,"6,5",2.787,Woody Allen,"Lou de Laâge, Niels Schneider, Valerie Lemercier, Melvil Poupaud, Elsa Zylberstein, Grégory Gadebois, Guillaume de Tonquedec, Bárbara Goenaga",https://www.filmaffinity.com/es/film475620.html
The Witcher: La pesadilla del lobo,2021,Estados Unidos,"6,5",3.030,Kwang Il Han,,https://www.filmaffinity.com/es/film796110.html
The One I Love,2014,Estados Unidos,"6,5",4.200,Charlie McDowell,"Mark Duplass, Elisabeth Moss, Ted Danson, Marlee Matlin, Kiana Cason, Kaitlyn Dodson",https://www.filmaffinity.com/es/film240047.html
Sólo los amantes sobreviven,2013,Reino Unido,"6,5",11.372,Jim Jarmusch,"Tilda Swinton, Tom Hiddleston, Mia Wasikowska, John Hurt, Anton Yelchin, Slimane Dazi, Jeffrey Wright, Carter Logan",https://www.filmaffinity.com/es/film851633.html
Handia,2017,España,"6,5",11.703,"Jon Garaño, Aitor Arregi","Joseba Usabiaga, Eneko Sagardoy, Ramón Agirre, Iñigo Aranburu, Aia Kruse, Iñigo Azpitarte",https://www.filmaffinity.com/es/film610629.html
Ralph rompe Internet,2018,Estados Unidos,"6,5",14.782,"Rich Moore, Phil Johnston","John C. Reilly, Sarah Silverman, Gal Gadot, Taraji P. Henson, Bill Hader, Jack McBrayer, Jane Lynch, Alan Tudyk",https://www.filmaffinity.com/es/film760157.html
El método Williams,2021,Estados Unidos,"6,5",15.228,Reinaldo Marcus Green,"Will Smith, Aunjanue Ellis, Jon Bernthal, Saniyya Sidney, Demi Singleton, Tony Goldwyn, Andy Bean, Kevin Dunn",https://www.filmaffinity.com/es/film580527.html
El juez,2014,Estados Unidos,"6,5",17.027,David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton, Vincent D'Onofrio, Jeremy Strong, Dax Shepard, Leighton Meester",https://www.filmaffinity.com/es/film934433.html
Krisha,2015,Estados Unidos,"6,5",1.081,Trey Edward Shults,"Krisha Fairchild, Olivia Grace Applegate, Chris Doubek, Bill Wise, Augustine Frizzell, Alex Dobrenko, Chase Joliet, Bryan Casserly",https://www.filmaffinity.com/es/film981412.html
Regreso a Ítaca,2014,Francia,"6,5",1.138,Laurent Cantet,"Isabel Santos, Jorge Perugorría, Fernando Hechavarría, Néstor Jiménez, Pedro Julio Díaz Ferrán",https://www.filmaffinity.com/es/film476838.html
Nunca llueve en California,2022,Estados Unidos,"6,5",1.540,Jamie Dack,"Lily McInerny, Jonathan Tucker, Gretchen Mol, Emily Jackson, Quinn Frankel, Armani Jackson, Ping Wu, Timothy Taratchila",https://www.filmaffinity.com/es/film534704.html
El otro hermano,2017,Argentina,"6,5",1.612,Israel Adrián Caetano,"Daniel Hendler, Leonardo Sbaraglia, Alian Devetac, Alejandra Flechner, Pablo Cedrón, Ángela Molina, Erasmo Olivera, Guillermo Jacubowicz",https://www.filmaffinity.com/es/film880143.html
Wild Rose,2018,Reino Unido,"6,5",1.748,Tom Harper,"Jessie Buckley, Julie Walters, Sophie Okonedo, Jamie Sives, Ashley Shelton, James Harkness, Gemma McElhinney, Tracy Wiles",https://www.filmaffinity.com/es/film835671.html
La tragedia de Macbeth,2021,Estados Unidos,"6,5",3.149,Joel Coen,"Denzel Washington, Frances McDormand, Alex Hassell, Corey Hawkins, Bertie Carvel, Brendan Gleeson, Matt Helm, Harry Melling",https://www.filmaffinity.com/es/film767738.html
El monstruo de St. Pauli,2019,Alemania,"6,5",3.396,Fatih Akin,"Jonas Dassler, Margarete Tiesel, Katja Studt, Martina Eitner-Acheampong, Hark Bohm, Jessica Kosmalla, Tilla Kratochwil, Uwe Rohde",https://www.filmaffinity.com/es/film318878.html
La conspiración del silencio,2014,Alemania,"6,5",3.803,Giulio Ricciarelli,"Alexander Fehling, André Szymanski, Friederike Becht, Johannes Krisch, Hansi Jochmann, Johann von Bülow, Robert Hunger-Bühler, Lukas Miko, Gert Voss",https://www.filmaffinity.com/es/film521043.html
Háblame,2022,Australia,"6,5",5.002,"Danny Philippou, Michael Philippou","Sophie Wilde, Alexandra Jensen, Miranda Otto, Joe Bird, Otis Dhanji, Zoe Terakes, Chris Alosio, Marcus Johnson",https://www.filmaffinity.com/es/film394613.html
Fragmentos de una mujer,2020,Canadá,"6,5",5.347,Kornél Mundruczó,"Vanessa Kirby, Shia LaBeouf, Ellen Burstyn, Molly Parker, Iliza Shlesinger, Jimmie Fails, Domenic Di Rosa, Alain Dahan",https://www.filmaffinity.com/es/film593211.html
El diablo a todas horas,2020,Estados Unidos,"6,5",13.778,Antonio Campos,"Tom Holland, Bill Skarsgård, Jason Clarke, Sebastian Stan, Robert Pattinson, Eliza Scanlen, Mia Wasikowska, Riley Keough",https://www.filmaffinity.com/es/film267933.html
El hombre del norte,2022,Estados Unidos,"6,5",20.345,Robert Eggers,"Alexander Skarsgård, Nicole Kidman, Anya Taylor-Joy, Claes Bang, Ethan Hawke, Willem Dafoe, Gustav Lindh, Oscar Novak",https://www.filmaffinity.com/es/film880392.html
Monstruos University,2013,Estados Unidos,"6,5",40.237,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn, Joel Murray, Sean Hayes",https://www.filmaffinity.com/es/film456471.html
Frozen. El reino del hielo,2013,Estados Unidos,"6,5",47.585,"Chris Buck, Jennifer Lee",,https://www.filmaffinity.com/es/film926588.html
El gran cuaderno,2013,Hungría,"6,5",1.282,János Szász,"András Gyémánt, László Gyémánt, Piroska Molnár, Gyöngyvér Bognár, Ulrich Matthes, Ulrich Thomsen, Diána Kiss, János Derzsi",https://www.filmaffinity.com/es/film727056.html
1976,2022,Chile,"6,5",1.329,Manuela Martelli,"Aline Küppenheim, Nicolás Sepúlveda, Hugo Medina, Alejandro Goic, Antonia Zegers, Carmen Gloria Martínez, Marcial Tagle, Amalia Kassai",https://www.filmaffinity.com/es/film883575.html
Matria,2023,España,"6,5",1.671,Álvaro Gago Díaz,"María Vázquez, Santi Prego, Soraya Luaces, Tatán, Susana Sampedro, Francisca Iglesias Bouzón, Sergio Baleirón",https://www.filmaffinity.com/es/film944210.html
La inocencia,2019,España,"6,5",2.910,Lucía Alemany,"Carmen Arrufat, Laia Marull, Sergi López, Joel Bosqued, Estelle Orient, Laura Fernández, Lidia Moreno, Sonia Almarcha",https://www.filmaffinity.com/es/film747195.html
Espíritu sagrado,2021,España,"6,5",2.997,Chema García Ibarra,"Nacho Fernández, Llum Arques, Joanna Valverde, Rocío Ibáñez, David Terol, José Ángel Asensio",https://www.filmaffinity.com/es/film101617.html
Los exámenes,2016,Rumanía,"6,5",3.136,Cristian Mungiu,"Adrian Titieni, Maria-Victoria Dragus, Vlad Ivanov, Ioachim Ciobanu, Gheorghe Ifrim, Emanuel Parvu, Valeriu Andriuta, Claudia Susanu",https://www.filmaffinity.com/es/film417706.html
Chip y Chop: Los guardianes rescatadores,2022,Estados Unidos,"6,5",3.311,Akiva Schaffer,"KiKi Layne, Chris Parnell, Andy Samberg, John Mulaney, Will Arnett, J.K. Simmons, Eric Bana",https://www.filmaffinity.com/es/film755089.html
El crack Cero,2019,España,"6,5",4.350,José Luis Garci,"Carlos Santos, Miguel Ángel Muñoz, Luisa Gavasa, Patricia Vico, Pedro Casablanc, María Cantuel, Macarena Gómez, Belén López",https://www.filmaffinity.com/es/film941197.html
Loving,2016,Estados Unidos,"6,5",5.217,Jeff Nichols,"Joel Edgerton, Ruth Negga, Michael Shannon, Marton Csokas, Nick Kroll, Jon Bass, Bill Camp, David Jensen",https://www.filmaffinity.com/es/film641074.html
42 segundos,2022,España,"6,5",5.799,"Àlex Murrull, Dani de la Orden","Álvaro Cervantes, Jaime Lorente, Tarik Filipovic, Cristian Valencia, Germán Alcarazu, Alex Maruny, Artur Busquets, Pep Ambròs",https://www.filmaffinity.com/es/film352756.html
"Con amor, Simon",2018,Estados Unidos,"6,5",6.856,Greg Berlanti,"Nick Robinson, Jennifer Garner, Josh Duhamel, Katherine Langford, Alexandra Shipp, Logan Miller, Keiynan Lonsdale, Jorge Lendeborg Jr.",https://www.filmaffinity.com/es/film710455.html
Border,2018,Suecia,"6,5",10.732,Ali Abbasi,"Eva Melander, Eero Milonoff, Viktor Åkerblom, Jörgen Thorsson, Ann Petrén, Sten Ljunggren, Kjell Wilhelmsen, Rakel Wärmländer",https://www.filmaffinity.com/es/film639043.html
Malos tiempos en El Royale,2018,Estados Unidos,"6,5",12.793,Drew Goddard,"Jeff Bridges, Cynthia Erivo, Dakota Johnson, Chris Hemsworth, Jon Hamm, Cailee Spaeny, Lewis Pullman, Jonathan Whitesell",https://www.filmaffinity.com/es/film903138.html
Nadie,2021,Estados Unidos,"6,5",17.609,Ilya Naishuller,"Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen, Christopher Lloyd, Michael Ironside, Colin Salmon, RZA, Billy MacLellan",https://www.filmaffinity.com/es/film907561.html
Tres pisos,2021,Italia,"6,5",1.147,Nanni Moretti,"Riccardo Scamarcio, Alba Rohrwacher, Nanni Moretti, Margherita Buy, Alessandro Sperduti, Stefano Dionisi, Adriano Giannini, Denise Tantucci",https://www.filmaffinity.com/es/film405204.html
303,2018,Alemania,"6,5",1.457,Hans Weingartner,"Mala Emde, Anton Spieker, Arndt Schwering-Sohnrey, Thomas Schmuckert, Jörg Bundschuh, Steven Lange, Martin Neuhaus, Hannah Schröder, Sophie Tschannett",https://www.filmaffinity.com/es/film653895.html
Mutafukaz,2017,Francia,"6,5",1.611,"Shôjirô Nishimi, Guillaume Renard","Orelsan, Gringe",https://www.filmaffinity.com/es/film457628.html
Mia madre,2015,Italia,"6,5",2.524,Nanni Moretti,"Margherita Buy, Nanni Moretti, John Turturro, Giulia Lazzarini, Beatrice Mancini, Stefano Abbati, Enrico Ianniello, Anna Bellato",https://www.filmaffinity.com/es/film108492.html
Deadwood: La película (TV),2019,Estados Unidos,"6,5",2.636,Daniel Minahan,"Timothy Olyphant, Brad Dourif, Ian McShane, Molly Parker, Sean Bridgers, Paula Malcomson, Anna Gunn, Kim Dickens",https://www.filmaffinity.com/es/film842721.html
El desconocido del lago,2013,Francia,"6,5",3.608,Alain Guiraudie,"Pierre Deladonchamps, Christophe Paou, Patrick D'Assumçao, Jérôme Chappatte, Mathieu Vervisch, Gilbert Traina, Emmanuel Daumas",https://www.filmaffinity.com/es/film517460.html
Eighth Grade,2018,Estados Unidos,"6,5",3.762,Bo Burnham,"Elsie Fisher, Josh Hamilton, Luke Prael, Emily Robinson, Jake Ryan, Frank Deal, Daniel Zolghadri, Marguerite Stimpson",https://www.filmaffinity.com/es/film177492.html
El peor vecino del mundo,2022,Estados Unidos,"6,5",6.990,Marc Forster,"Tom Hanks, Mariana Treviño, Manuel García-Rulfo, Rachel Keller, Cameron Britton, Mike Birbiglia, Kelly Lamor Wilson, Josefine Lindegaard",https://www.filmaffinity.com/es/film729047.html
St. Vincent,2014,Estados Unidos,"6,5",10.268,Theodore Melfi,"Bill Murray, Melissa McCarthy, Naomi Watts, Jaeden Martell, Chris O'Dowd, Terrence Howard, Nathan Corddry, Scott Adsit",https://www.filmaffinity.com/es/film453359.html
